Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Dependents_numeric,Credit_History_Status,TotalIncome,LoanAmount_Actual,Loan_to_Income_Ratio,Score_CreditHistory,Score_LoanToIncome,Score_Employment,Score_Stability,Approval_Likelihood_Score,Likelihood_Band
LP001310,Male,Yes,0,Graduate,No,5695.0,4167.0,175.0,360.0,1.0,Semiurban,0.0,Has Credit History,9862.0,175000.0,17.744879334820524,40,25,10,20,100.0,High
LP001316,Male,Yes,0,Graduate,No,2958.0,2900.0,131.0,360.0,1.0,Semiurban,0.0,Has Credit History,5858.0,131000.0,22.362581085694774,40,18,10,20,92.6,High
LP001318,Male,Yes,2,Graduate,No,6250.0,5654.0,188.0,180.0,1.0,Semiurban,2.0,Has Credit History,11904.0,188000.0,15.793010752688172,40,25,10,15,94.7,High
LP001319,Male,Yes,2,Not Graduate,No,3273.0,1820.0,81.0,360.0,1.0,Urban,2.0,Has Credit History,5093.0,81000.0,15.904182210877677,40,25,10,14,93.7,High
LP001322,Male,No,0,Graduate,No,4133.0,0.0,122.0,360.0,1.0,Semiurban,0.0,Has Credit History,4133.0,122000.0,29.518509557222355,40,10,10,17,81.1,High
LP001325,Male,No,0,Not Graduate,No,3620.0,0.0,25.0,120.0,1.0,Semiurban,0.0,Has Credit History,3620.0,25000.0,6.906077348066298,40,25,10,12,91.6,High
LP001326,Male,No,0,Graduate,No,6782.0,0.0,126.0,360.0,,Urban,0.0,Unknown/Not on File,6782.0,126000.0,18.57859038631672,20,18,10,17,68.4,Medium
LP001327,Female,Yes,0,Graduate,No,2484.0,2302.0,137.0,360.0,1.0,Semiurban,0.0,Has Credit History,4786.0,137000.0,28.625156707062263,40,10,10,20,84.2,High
LP001333,Male,Yes,0,Graduate,No,1977.0,997.0,50.0,360.0,1.0,Semiurban,0.0,Has Credit History,2974.0,50000.0,16.812373907195695,40,25,10,20,100.0,High
LP001334,Male,Yes,0,Not Graduate,No,4188.0,0.0,115.0,180.0,1.0,Semiurban,0.0,Has Credit History,4188.0,115000.0,27.45940783190067,40,10,10,15,78.9,High
LP001343,Male,Yes,0,Graduate,No,1759.0,3541.0,131.0,360.0,1.0,Semiurban,0.0,Has Credit History,5300.0,131000.0,24.71698113207547,40,18,10,20,92.6,High
LP001345,Male,Yes,2,Not Graduate,No,4288.0,3263.0,133.0,180.0,1.0,Urban,2.0,Has Credit History,7551.0,133000.0,17.61356111773275,40,25,10,12,91.6,High
LP001349,Male,No,0,Graduate,No,4843.0,3806.0,151.0,360.0,1.0,Semiurban,0.0,Has Credit History,8649.0,151000.0,17.458665741704245,40,25,10,17,96.8,High
LP001350,Male,Yes,0,Graduate,No,13650.0,0.0,126.0,360.0,1.0,Urban,0.0,Has Credit History,13650.0,126000.0,9.23076923076923,40,25,10,20,100.0,High
LP001356,Male,Yes,0,Graduate,No,4652.0,3583.0,126.0,360.0,1.0,Semiurban,0.0,Has Credit History,8235.0,126000.0,15.300546448087433,40,25,10,20,100.0,High
LP001357,Male,Yes,0,Graduate,No,3816.0,754.0,160.0,360.0,1.0,Urban,0.0,Has Credit History,4570.0,160000.0,35.010940919037196,40,3,10,20,76.8,High
LP001367,Male,Yes,1,Graduate,No,3052.0,1030.0,100.0,360.0,1.0,Urban,1.0,Has Credit History,4082.0,100000.0,24.49779519843214,40,18,10,17,89.5,High
LP001369,Male,Yes,2,Graduate,No,11417.0,1126.0,225.0,360.0,1.0,Urban,2.0,Has Credit History,12543.0,225000.0,17.93829227457546,40,25,10,17,96.8,High
LP001370,Male,No,0,Not Graduate,No,7333.0,0.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,7333.0,120000.0,16.36438019909996,40,25,10,14,93.7,High
LP001379,Male,Yes,2,Graduate,No,3800.0,3600.0,216.0,360.0,0.0,Urban,2.0,No Credit History,7400.0,216000.0,29.18918918918919,8,10,10,17,47.4,Low
LP001384,Male,Yes,3+,Not Graduate,No,2071.0,754.0,94.0,480.0,1.0,Semiurban,3.0,Has Credit History,2825.0,94000.0,33.27433628318584,40,10,10,14,77.9,High
LP001385,Male,No,0,Graduate,No,5316.0,0.0,136.0,360.0,1.0,Urban,0.0,Has Credit History,5316.0,136000.0,25.583145221971407,40,18,10,17,89.5,High
LP001387,Female,Yes,0,Graduate,No,2929.0,2333.0,139.0,360.0,1.0,Semiurban,0.0,Has Credit History,5262.0,139000.0,26.41581147852527,40,10,10,20,84.2,High
LP001391,Male,Yes,0,Not Graduate,No,3572.0,4114.0,152.0,360.0,0.0,Rural,0.0,No Credit History,7686.0,152000.0,19.776216497527972,8,18,10,17,55.8,Medium
LP001392,Female,No,1,Graduate,Yes,7451.0,0.0,126.0,360.0,1.0,Semiurban,1.0,Has Credit History,7451.0,126000.0,16.91048181452154,40,25,6,14,89.5,High
LP001398,Male,No,0,Graduate,No,5050.0,0.0,118.0,360.0,1.0,Semiurban,0.0,Has Credit History,5050.0,118000.0,23.36633663366337,40,18,10,17,89.5,High
LP001401,Male,Yes,1,Graduate,No,14583.0,0.0,185.0,180.0,1.0,Rural,1.0,Has Credit History,14583.0,185000.0,12.686004251525748,40,25,10,15,94.7,High
LP001404,Female,Yes,0,Graduate,No,3167.0,2283.0,154.0,360.0,1.0,Semiurban,0.0,Has Credit History,5450.0,154000.0,28.256880733944953,40,10,10,20,84.2,High
LP001405,Male,Yes,1,Graduate,No,2214.0,1398.0,85.0,360.0,,Urban,1.0,Unknown/Not on File,3612.0,85000.0,23.53266888150609,20,18,10,17,68.4,Medium
LP001421,Male,Yes,0,Graduate,No,5568.0,2142.0,175.0,360.0,1.0,Rural,0.0,Has Credit History,7710.0,175000.0,22.69779507133593,40,18,10,20,92.6,High
LP001422,Female,No,0,Graduate,No,10408.0,0.0,259.0,360.0,1.0,Urban,0.0,Has Credit History,10408.0,259000.0,24.884704073789393,40,18,10,17,89.5,High
LP001426,Male,Yes,0,Graduate,No,5667.0,2667.0,180.0,360.0,1.0,Rural,0.0,Has Credit History,8334.0,180000.0,21.598272138228943,40,18,10,20,92.6,High
LP001430,Female,No,0,Graduate,No,4166.0,0.0,44.0,360.0,1.0,Semiurban,0.0,Has Credit History,4166.0,44000.0,10.56168987037926,40,25,10,17,96.8,High
LP001431,Female,No,0,Graduate,No,2137.0,8980.0,137.0,360.0,0.0,Semiurban,0.0,No Credit History,11117.0,137000.0,12.32346856166232,8,25,10,17,63.2,Medium
LP001432,Male,Yes,2,Graduate,No,2957.0,0.0,81.0,360.0,1.0,Semiurban,2.0,Has Credit History,2957.0,81000.0,27.392627663172135,40,10,10,17,81.1,High
LP001439,Male,Yes,0,Not Graduate,No,4300.0,2014.0,194.0,360.0,1.0,Rural,0.0,Has Credit History,6314.0,194000.0,30.725372188786825,40,10,10,17,81.1,High
LP001443,Female,No,0,Graduate,No,3692.0,0.0,93.0,360.0,,Rural,0.0,Unknown/Not on File,3692.0,93000.0,25.189599133261105,20,18,10,17,68.4,Medium
LP001448,Male,Yes,3+,Graduate,No,23803.0,0.0,370.0,360.0,1.0,Rural,3.0,Has Credit History,23803.0,370000.0,15.544259127000798,40,25,10,17,96.8,High
LP001449,Male,No,0,Graduate,No,3865.0,1640.0,126.0,360.0,1.0,Rural,0.0,Has Credit History,5505.0,126000.0,22.888283378746593,40,18,10,17,89.5,High
LP001451,Male,Yes,1,Graduate,Yes,10513.0,3850.0,160.0,180.0,0.0,Urban,1.0,No Credit History,14363.0,160000.0,11.139734038849822,8,25,6,15,56.8,Medium
LP001465,Male,Yes,0,Graduate,No,6080.0,2569.0,182.0,360.0,,Rural,0.0,Unknown/Not on File,8649.0,182000.0,21.042895132385247,20,18,10,20,71.6,High
LP001469,Male,No,0,Graduate,Yes,20166.0,0.0,650.0,480.0,,Urban,0.0,Unknown/Not on File,20166.0,650000.0,32.2324704948924,20,10,6,17,55.8,Medium
LP001473,Male,No,0,Graduate,No,2014.0,1929.0,74.0,360.0,1.0,Urban,0.0,Has Credit History,3943.0,74000.0,18.76743596246513,40,18,10,17,89.5,High
LP001478,Male,No,0,Graduate,No,2718.0,0.0,70.0,360.0,1.0,Semiurban,0.0,Has Credit History,2718.0,70000.0,25.754231052244297,40,18,10,17,89.5,High
LP001482,Male,Yes,0,Graduate,Yes,3459.0,0.0,25.0,120.0,1.0,Semiurban,0.0,Has Credit History,3459.0,25000.0,7.227522405319457,40,25,6,18,93.7,High
LP001487,Male,No,0,Graduate,No,4895.0,0.0,102.0,360.0,1.0,Semiurban,0.0,Has Credit History,4895.0,102000.0,20.83758937691522,40,18,10,17,89.5,High
LP001488,Male,Yes,3+,Graduate,No,4000.0,7750.0,290.0,360.0,1.0,Semiurban,3.0,Has Credit History,11750.0,290000.0,24.680851063829788,40,18,10,17,89.5,High
LP001489,Female,Yes,0,Graduate,No,4583.0,0.0,84.0,360.0,1.0,Rural,0.0,Has Credit History,4583.0,84000.0,18.328605716779403,40,18,10,20,92.6,High
LP001491,Male,Yes,2,Graduate,Yes,3316.0,3500.0,88.0,360.0,1.0,Urban,2.0,Has Credit History,6816.0,88000.0,12.910798122065728,40,25,6,17,92.6,High
LP001492,Male,No,0,Graduate,No,14999.0,0.0,242.0,360.0,0.0,Semiurban,0.0,No Credit History,14999.0,242000.0,16.134408960597373,8,25,10,17,63.2,Medium
LP001493,Male,Yes,2,Not Graduate,No,4200.0,1430.0,129.0,360.0,1.0,Rural,2.0,Has Credit History,5630.0,129000.0,22.912966252220247,40,18,10,14,86.3,High
LP001497,Male,Yes,2,Graduate,No,5042.0,2083.0,185.0,360.0,1.0,Rural,2.0,Has Credit History,7125.0,185000.0,25.964912280701753,40,18,10,17,89.5,High
LP001498,Male,No,0,Graduate,No,5417.0,0.0,168.0,360.0,1.0,Urban,0.0,Has Credit History,5417.0,168000.0,31.013476093778845,40,10,10,17,81.1,High
LP001504,Male,No,0,Graduate,Yes,6950.0,0.0,175.0,180.0,1.0,Semiurban,0.0,Has Credit History,6950.0,175000.0,25.179856115107913,40,18,6,15,83.2,High
LP001507,Male,Yes,0,Graduate,No,2698.0,2034.0,122.0,360.0,1.0,Semiurban,0.0,Has Credit History,4732.0,122000.0,25.78191039729501,40,18,10,20,92.6,High
LP001508,Male,Yes,2,Graduate,No,11757.0,0.0,187.0,180.0,1.0,Urban,2.0,Has Credit History,11757.0,187000.0,15.90541804882198,40,25,10,15,94.7,High
LP001514,Female,Yes,0,Graduate,No,2330.0,4486.0,100.0,360.0,1.0,Semiurban,0.0,Has Credit History,6816.0,100000.0,14.671361502347418,40,25,10,20,100.0,High
LP001516,Female,Yes,2,Graduate,No,14866.0,0.0,70.0,360.0,1.0,Urban,2.0,Has Credit History,14866.0,70000.0,4.708731333243644,40,25,10,17,96.8,High
LP001518,Male,Yes,1,Graduate,No,1538.0,1425.0,30.0,360.0,1.0,Urban,1.0,Has Credit History,2963.0,30000.0,10.12487343908201,40,25,10,17,96.8,High
LP001519,Female,No,0,Graduate,No,10000.0,1666.0,225.0,360.0,1.0,Rural,0.0,Has Credit History,11666.0,225000.0,19.286816389507973,40,18,10,17,89.5,High
LP001520,Male,Yes,0,Graduate,No,4860.0,830.0,125.0,360.0,1.0,Semiurban,0.0,Has Credit History,5690.0,125000.0,21.968365553602812,40,18,10,20,92.6,High
LP001528,Male,No,0,Graduate,No,6277.0,0.0,118.0,360.0,0.0,Rural,0.0,No Credit History,6277.0,118000.0,18.798789230524136,8,18,10,17,55.8,Medium
LP001529,Male,Yes,0,Graduate,Yes,2577.0,3750.0,152.0,360.0,1.0,Rural,0.0,Has Credit History,6327.0,152000.0,24.024024024024023,40,18,6,20,88.4,High
LP001531,Male,No,0,Graduate,No,9166.0,0.0,244.0,360.0,1.0,Urban,0.0,Has Credit History,9166.0,244000.0,26.62011782675104,40,10,10,17,81.1,High
LP001532,Male,Yes,2,Not Graduate,No,2281.0,0.0,113.0,360.0,1.0,Rural,2.0,Has Credit History,2281.0,113000.0,49.53967558088558,40,3,10,14,70.5,High
LP001535,Male,No,0,Graduate,No,3254.0,0.0,50.0,360.0,1.0,Urban,0.0,Has Credit History,3254.0,50000.0,15.365703749231717,40,25,10,17,96.8,High
LP001536,Male,Yes,3+,Graduate,No,39999.0,0.0,600.0,180.0,0.0,Semiurban,3.0,No Credit History,39999.0,600000.0,15.000375009375237,8,25,10,15,61.1,Medium
LP001541,Male,Yes,1,Graduate,No,6000.0,0.0,160.0,360.0,,Rural,1.0,Unknown/Not on File,6000.0,160000.0,26.666666666666668,20,10,10,17,60.0,Medium
LP001543,Male,Yes,1,Graduate,No,9538.0,0.0,187.0,360.0,1.0,Urban,1.0,Has Credit History,9538.0,187000.0,19.605787376808554,40,18,10,17,89.5,High
LP001546,Male,No,0,Graduate,No,2980.0,2083.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,5063.0,120000.0,23.70136282836263,40,18,10,17,89.5,High
LP001552,Male,Yes,0,Graduate,No,4583.0,5625.0,255.0,360.0,1.0,Semiurban,0.0,Has Credit History,10208.0,255000.0,24.980407523510973,40,18,10,20,92.6,High
LP001560,Male,Yes,0,Not Graduate,No,1863.0,1041.0,98.0,360.0,1.0,Semiurban,0.0,Has Credit History,2904.0,98000.0,33.7465564738292,40,10,10,17,81.1,High
LP001562,Male,Yes,0,Graduate,No,7933.0,0.0,275.0,360.0,1.0,Urban,0.0,Has Credit History,7933.0,275000.0,34.665322072355984,40,10,10,20,84.2,High
LP001565,Male,Yes,1,Graduate,No,3089.0,1280.0,121.0,360.0,0.0,Semiurban,1.0,No Credit History,4369.0,121000.0,27.695124742504007,8,10,10,17,47.4,Low
LP001570,Male,Yes,2,Graduate,No,4167.0,1447.0,158.0,360.0,1.0,Rural,2.0,Has Credit History,5614.0,158000.0,28.14392589953687,40,10,10,17,81.1,High
LP001572,Male,Yes,0,Graduate,No,9323.0,0.0,75.0,180.0,1.0,Urban,0.0,Has Credit History,9323.0,75000.0,8.04462083020487,40,25,10,18,97.9,High
LP001574,Male,Yes,0,Graduate,No,3707.0,3166.0,182.0,360.0,1.0,Rural,0.0,Has Credit History,6873.0,182000.0,26.480430670740574,40,10,10,20,84.2,High
LP001577,Female,Yes,0,Graduate,No,4583.0,0.0,112.0,360.0,1.0,Rural,0.0,Has Credit History,4583.0,112000.0,24.43814095570587,40,18,10,20,92.6,High
LP001578,Male,Yes,0,Graduate,No,2439.0,3333.0,129.0,360.0,1.0,Rural,0.0,Has Credit History,5772.0,129000.0,22.34927234927235,40,18,10,20,92.6,High
LP001579,Male,No,0,Graduate,No,2237.0,0.0,63.0,480.0,0.0,Semiurban,0.0,No Credit History,2237.0,63000.0,28.162717925793473,8,10,10,17,47.4,Low
LP001580,Male,Yes,2,Graduate,No,8000.0,0.0,200.0,360.0,1.0,Semiurban,2.0,Has Credit History,8000.0,200000.0,25.0,40,18,10,17,89.5,High
LP001581,Male,Yes,0,Not Graduate,No,1820.0,1769.0,95.0,360.0,1.0,Rural,0.0,Has Credit History,3589.0,95000.0,26.469768737809975,40,10,10,17,81.1,High
LP001585,Male,Yes,3+,Graduate,No,51763.0,0.0,700.0,300.0,1.0,Urban,3.0,Has Credit History,51763.0,700000.0,13.523172922744044,40,25,10,15,94.7,High
LP001586,Male,Yes,3+,Not Graduate,No,3522.0,0.0,81.0,180.0,1.0,Rural,3.0,Has Credit History,3522.0,81000.0,22.998296422487225,40,18,10,12,84.2,High
LP001594,Male,Yes,0,Graduate,No,5708.0,5625.0,187.0,360.0,1.0,Semiurban,0.0,Has Credit History,11333.0,187000.0,16.500485308391422,40,25,10,20,100.0,High
LP001603,Male,Yes,0,Not Graduate,Yes,4344.0,736.0,87.0,360.0,1.0,Semiurban,0.0,Has Credit History,5080.0,87000.0,17.125984251968504,40,25,6,17,92.6,High
LP001606,Male,Yes,0,Graduate,No,3497.0,1964.0,116.0,360.0,1.0,Rural,0.0,Has Credit History,5461.0,116000.0,21.241530855154732,40,18,10,20,92.6,High
LP001608,Male,Yes,2,Graduate,No,2045.0,1619.0,101.0,360.0,1.0,Rural,2.0,Has Credit History,3664.0,101000.0,27.56550218340611,40,10,10,17,81.1,High
LP001610,Male,Yes,3+,Graduate,No,5516.0,11300.0,495.0,360.0,0.0,Semiurban,3.0,No Credit History,16816.0,495000.0,29.436251189343484,8,10,10,17,47.4,Low
LP001616,Male,Yes,1,Graduate,No,3750.0,0.0,116.0,360.0,1.0,Semiurban,1.0,Has Credit History,3750.0,116000.0,30.933333333333337,40,10,10,17,81.1,High
LP001630,Male,No,0,Not Graduate,No,2333.0,1451.0,102.0,480.0,0.0,Urban,0.0,No Credit History,3784.0,102000.0,26.955602536997887,8,10,10,14,44.2,Low
LP001633,Male,Yes,1,Graduate,No,6400.0,7250.0,180.0,360.0,0.0,Urban,1.0,No Credit History,13650.0,180000.0,13.186813186813186,8,25,10,17,63.2,Medium
LP001634,Male,No,0,Graduate,No,1916.0,5063.0,67.0,360.0,,Rural,0.0,Unknown/Not on File,6979.0,67000.0,9.60022925920619,20,25,10,17,75.8,High
LP001636,Male,Yes,0,Graduate,No,4600.0,0.0,73.0,180.0,1.0,Semiurban,0.0,Has Credit History,4600.0,73000.0,15.869565217391305,40,25,10,18,97.9,High
LP001637,Male,Yes,1,Graduate,No,33846.0,0.0,260.0,360.0,1.0,Semiurban,1.0,Has Credit History,33846.0,260000.0,7.68185309933227,40,25,10,17,96.8,High
LP001639,Female,Yes,0,Graduate,No,3625.0,0.0,108.0,360.0,1.0,Semiurban,0.0,Has Credit History,3625.0,108000.0,29.79310344827586,40,10,10,20,84.2,High
LP001640,Male,Yes,0,Graduate,Yes,39147.0,4750.0,120.0,360.0,1.0,Semiurban,0.0,Has Credit History,43897.0,120000.0,2.7336720049206096,40,25,6,20,95.8,High
LP001641,Male,Yes,1,Graduate,Yes,2178.0,0.0,66.0,300.0,0.0,Rural,1.0,No Credit History,2178.0,66000.0,30.303030303030305,8,10,6,15,41.1,Low
LP001643,Male,Yes,0,Graduate,No,2383.0,2138.0,58.0,360.0,,Rural,0.0,Unknown/Not on File,4521.0,58000.0,12.8290201282902,20,25,10,20,78.9,High
LP001644,Male,Yes,0,Graduate,Yes,674.0,5296.0,168.0,360.0,1.0,Rural,0.0,Has Credit History,5970.0,168000.0,28.14070351758794,40,10,6,20,80.0,High
LP001647,Male,Yes,0,Graduate,No,9328.0,0.0,188.0,180.0,1.0,Rural,0.0,Has Credit History,9328.0,188000.0,20.154373927958833,40,18,10,18,90.5,High
LP001653,Male,No,0,Not Graduate,No,4885.0,0.0,48.0,360.0,1.0,Rural,0.0,Has Credit History,4885.0,48000.0,9.825997952917094,40,25,10,14,93.7,High
LP001656,Male,No,0,Graduate,No,12000.0,0.0,164.0,360.0,1.0,Semiurban,0.0,Has Credit History,12000.0,164000.0,13.666666666666666,40,25,10,17,96.8,High
LP001657,Male,Yes,0,Not Graduate,No,6033.0,0.0,160.0,360.0,1.0,Urban,0.0,Has Credit History,6033.0,160000.0,26.52080225426819,40,10,10,17,81.1,High
LP001658,Male,No,0,Graduate,No,3858.0,0.0,76.0,360.0,1.0,Semiurban,0.0,Has Credit History,3858.0,76000.0,19.699326075686884,40,18,10,17,89.5,High
LP001664,Male,No,0,Graduate,No,4191.0,0.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,4191.0,120000.0,28.63278453829635,40,10,10,17,81.1,High
LP001665,Male,Yes,1,Graduate,No,3125.0,2583.0,170.0,360.0,1.0,Semiurban,1.0,Has Credit History,5708.0,170000.0,29.782761037140855,40,10,10,17,81.1,High
LP001666,Male,No,0,Graduate,No,8333.0,3750.0,187.0,360.0,1.0,Rural,0.0,Has Credit History,12083.0,187000.0,15.476289001075893,40,25,10,17,96.8,High
LP001669,Female,No,0,Not Graduate,No,1907.0,2365.0,120.0,360.0,1.0,Urban,0.0,Has Credit History,4272.0,120000.0,28.089887640449437,40,10,10,14,77.9,High
LP001671,Female,Yes,0,Graduate,No,3416.0,2816.0,113.0,360.0,,Semiurban,0.0,Unknown/Not on File,6232.0,113000.0,18.13222079589217,20,18,10,20,71.6,High
LP001673,Male,No,0,Graduate,Yes,11000.0,0.0,83.0,360.0,1.0,Urban,0.0,Has Credit History,11000.0,83000.0,7.545454545454546,40,25,6,17,92.6,High
LP001674,Male,Yes,1,Not Graduate,No,2600.0,2500.0,90.0,360.0,1.0,Semiurban,1.0,Has Credit History,5100.0,90000.0,17.647058823529413,40,25,10,14,93.7,High
LP001677,Male,No,2,Graduate,No,4923.0,0.0,166.0,360.0,0.0,Semiurban,2.0,No Credit History,4923.0,166000.0,33.719276863701,8,10,10,14,44.2,Low
LP001682,Male,Yes,3+,Not Graduate,No,3992.0,0.0,126.0,180.0,1.0,Urban,3.0,Has Credit History,3992.0,126000.0,31.56312625250501,40,10,10,12,75.8,High
LP001688,Male,Yes,1,Not Graduate,No,3500.0,1083.0,135.0,360.0,1.0,Urban,1.0,Has Credit History,4583.0,135000.0,29.456687759109755,40,10,10,14,77.9,High
LP001691,Male,Yes,2,Not Graduate,No,3917.0,0.0,124.0,360.0,1.0,Semiurban,2.0,Has Credit History,3917.0,124000.0,31.65688026550932,40,10,10,14,77.9,High
LP001692,Female,No,0,Not Graduate,No,4408.0,0.0,120.0,360.0,1.0,Semiurban,0.0,Has Credit History,4408.0,120000.0,27.22323049001815,40,10,10,14,77.9,High
LP001693,Female,No,0,Graduate,No,3244.0,0.0,80.0,360.0,1.0,Urban,0.0,Has Credit History,3244.0,80000.0,24.66091245376079,40,18,10,17,89.5,High
LP001698,Male,No,0,Not Graduate,No,3975.0,2531.0,55.0,360.0,1.0,Rural,0.0,Has Credit History,6506.0,55000.0,8.453735013833384,40,25,10,14,93.7,High
LP001699,Male,No,0,Graduate,No,2479.0,0.0,59.0,360.0,1.0,Urban,0.0,Has Credit History,2479.0,59000.0,23.79991932230738,40,18,10,17,89.5,High
LP001702,Male,No,0,Graduate,No,3418.0,0.0,127.0,360.0,1.0,Semiurban,0.0,Has Credit History,3418.0,127000.0,37.15623171445289,40,3,10,17,73.7,High
LP001708,Female,No,0,Graduate,No,10000.0,0.0,214.0,360.0,1.0,Semiurban,0.0,Has Credit History,10000.0,214000.0,21.4,40,18,10,17,89.5,High
LP001711,Male,Yes,3+,Graduate,No,3430.0,1250.0,128.0,360.0,0.0,Semiurban,3.0,No Credit History,4680.0,128000.0,27.35042735042735,8,10,10,17,47.4,Low
LP001713,Male,Yes,1,Graduate,Yes,7787.0,0.0,240.0,360.0,1.0,Urban,1.0,Has Credit History,7787.0,240000.0,30.820598433286246,40,10,6,17,76.8,High
LP001715,Male,Yes,3+,Not Graduate,Yes,5703.0,0.0,130.0,360.0,1.0,Rural,3.0,Has Credit History,5703.0,130000.0,22.79502016482553,40,18,6,14,82.1,High
LP001716,Male,Yes,0,Graduate,No,3173.0,3021.0,137.0,360.0,1.0,Urban,0.0,Has Credit History,6194.0,137000.0,22.118178882789795,40,18,10,20,92.6,High
LP001720,Male,Yes,3+,Not Graduate,No,3850.0,983.0,100.0,360.0,1.0,Semiurban,3.0,Has Credit History,4833.0,100000.0,20.69108214359611,40,18,10,14,86.3,High
LP001722,Male,Yes,0,Graduate,No,150.0,1800.0,135.0,360.0,1.0,Rural,0.0,Has Credit History,1950.0,135000.0,69.23076923076923,40,3,10,20,76.8,High
LP001726,Male,Yes,0,Graduate,No,3727.0,1775.0,131.0,360.0,1.0,Semiurban,0.0,Has Credit History,5502.0,131000.0,23.80952380952381,40,18,10,20,92.6,High
LP001732,Male,Yes,2,Graduate,No,5000.0,0.0,72.0,360.0,0.0,Semiurban,2.0,No Credit History,5000.0,72000.0,14.4,8,25,10,17,63.2,Medium
LP001734,Female,Yes,2,Graduate,No,4283.0,2383.0,127.0,360.0,,Semiurban,2.0,Unknown/Not on File,6666.0,127000.0,19.05190519051905,20,18,10,17,68.4,Medium
LP001736,Male,Yes,0,Graduate,No,2221.0,0.0,60.0,360.0,0.0,Urban,0.0,No Credit History,2221.0,60000.0,27.014858171994597,8,10,10,20,50.5,Medium
LP001743,Male,Yes,2,Graduate,No,4009.0,1717.0,116.0,360.0,1.0,Semiurban,2.0,Has Credit History,5726.0,116000.0,20.258470136220748,40,18,10,17,89.5,High
LP001744,Male,No,0,Graduate,No,2971.0,2791.0,144.0,360.0,1.0,Semiurban,0.0,Has Credit History,5762.0,144000.0,24.99132245748004,40,18,10,17,89.5,High
LP001749,Male,Yes,0,Graduate,No,7578.0,1010.0,175.0,360.0,1.0,Semiurban,0.0,Has Credit History,8588.0,175000.0,20.3772706101537,40,18,10,20,92.6,High
LP001750,Male,Yes,0,Graduate,No,6250.0,0.0,128.0,360.0,1.0,Semiurban,0.0,Has Credit History,6250.0,128000.0,20.48,40,18,10,20,92.6,High
LP001751,Male,Yes,0,Graduate,No,3250.0,0.0,170.0,360.0,1.0,Rural,0.0,Has Credit History,3250.0,170000.0,52.30769230769231,40,3,10,20,76.8,High
LP001754,Male,Yes,0,Not Graduate,Yes,4735.0,0.0,138.0,360.0,1.0,Urban,0.0,Has Credit History,4735.0,138000.0,29.14466737064414,40,10,6,17,76.8,High
LP001758,Male,Yes,2,Graduate,No,6250.0,1695.0,210.0,360.0,1.0,Semiurban,2.0,Has Credit History,7945.0,210000.0,26.431718061674008,40,10,10,17,81.1,High
LP001760,Male,Yes,0,Graduate,No,4758.0,0.0,158.0,480.0,1.0,Semiurban,0.0,Has Credit History,4758.0,158000.0,33.2072299285414,40,10,10,20,84.2,High
LP001761,Male,No,0,Graduate,Yes,6400.0,0.0,200.0,360.0,1.0,Rural,0.0,Has Credit History,6400.0,200000.0,31.25,40,10,6,17,76.8,High
LP001765,Male,Yes,1,Graduate,No,2491.0,2054.0,104.0,360.0,1.0,Semiurban,1.0,Has Credit History,4545.0,104000.0,22.882288228822883,40,18,10,17,89.5,High
LP001768,Male,Yes,0,Graduate,No,3716.0,0.0,42.0,180.0,1.0,Rural,0.0,Has Credit History,3716.0,42000.0,11.302475780409042,40,25,10,18,97.9,High
LP001770,Male,No,0,Not Graduate,No,3189.0,2598.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,5787.0,120000.0,20.73613271124935,40,18,10,14,86.3,High
LP001776,Female,No,0,Graduate,No,8333.0,0.0,280.0,360.0,1.0,Semiurban,0.0,Has Credit History,8333.0,280000.0,33.60134405376215,40,10,10,17,81.1,High
LP001778,Male,Yes,1,Graduate,No,3155.0,1779.0,140.0,360.0,1.0,Semiurban,1.0,Has Credit History,4934.0,140000.0,28.37454398054317,40,10,10,17,81.1,High
LP001784,Male,Yes,1,Graduate,No,5500.0,1260.0,170.0,360.0,1.0,Rural,1.0,Has Credit History,6760.0,170000.0,25.14792899408284,40,18,10,17,89.5,High
LP001786,Male,Yes,0,Graduate,No,5746.0,0.0,255.0,360.0,,Urban,0.0,Unknown/Not on File,5746.0,255000.0,44.37869822485207,20,3,10,20,55.8,Medium
LP001788,Female,No,0,Graduate,Yes,3463.0,0.0,122.0,360.0,,Urban,0.0,Unknown/Not on File,3463.0,122000.0,35.229569737222064,20,3,6,17,48.4,Low
LP001790,Female,No,1,Graduate,No,3812.0,0.0,112.0,360.0,1.0,Rural,1.0,Has Credit History,3812.0,112000.0,29.38090241343127,40,10,10,14,77.9,High
LP001792,Male,Yes,1,Graduate,No,3315.0,0.0,96.0,360.0,1.0,Semiurban,1.0,Has Credit History,3315.0,96000.0,28.959276018099548,40,10,10,17,81.1,High
LP001798,Male,Yes,2,Graduate,No,5819.0,5000.0,120.0,360.0,1.0,Rural,2.0,Has Credit History,10819.0,120000.0,11.09159811442832,40,25,10,17,96.8,High
